author,title,text,tags,isbn,isbn13
Donna Gephart,Lily And Dunkin,"When a pair of introverted outsiders meet, their lives are about to change forever. For Lily, being herself is a battle she fears she is losing. For Dunkin, the new kid, he's barely staying afloat. Middle school is hard enough, but when you are transgender or dealing with a bipolar disorder, it can be torture. Though some scenes seem to wrap up too neatly, friendship, understanding and love are challenged in this finely nuanced novel. Donna Gephart's <em>Lily and Dunkin</em> introduces us to two kids who just want to be themselves — and when they find each other, they may just get that chance.  (For ages 10 and up)","[family-matters, identity-and-culture, kids-books, love-stories]",0553536745,9780553536744
Rose Lerner,Listen To The Moon,"Fans of historical romance know that if there's one thing fictional England has in spades, it's dukes. But they might not be as accustomed to encountering valets. You might see one briefly, making certain a coat of claret velvet hangs just so on his master's shoulders, but as the hero, complete with romantic aspirations and dreams of his own, he's almost unheard of. That is what makes Rose Lerner's <em>Listen to the Moon</em> (and all the other books in her wonderfully grounded Lively St. Lemeston series) so special: John Toogood, valet extraordinaire, and upper housemaid Sukey Grimes are not the lovers you're used to seeing. They're expert at cleaning silk and unaccustomed to wearing it. But their love story is just as toe-curlingly delightful as that of any duke and duchess.","[for-history-lovers, historical-fiction, lets-talk-about-sex, love-stories]",161923310X,9781619233102
Rivka Galchen,Little Labors,"This essay collection from fiction and science writer Rivka Galchen is not your mother's motherhood lit. Brief, gemlike reflections on adjusting to life under the rule of a baby daughter (called ""the puma"") are interwoven with literary and historical references. It's a book that will ring both familiar and strange.","[staff-picks, family-matters, ladies-first, nonfiction, rather-short, seriously-great-writing]",0811225585,9780811225588
Bethan Woollvin,Little Red,"For those of us ready to leave the ""damsel in distress"" trope in the rearview mirror, this visually stunning twist on the classic fairy tale is a breath of fresh air. Instead of waiting to be rescued, author Bethan Woollvin's fearless heroine looks danger right in the eye and takes matters (and an ax) into her own hands. (For ages 4 to 8)","[funny-stuff, kids-books, ladies-first]",1561459178,9781561459179
Teddy Wayne,Loner: A Novel,"Like all good writers, Teddy Wayne has an uncanny ability to teleport to another location and inhabit the people who live there. In the case of <em>Loner,</em> his dark and compulsively readable novel, the protagonist, David Federman –– one of those kids in high school who is known by almost no one –– unravels over the course of the narrative, and Wayne skillfully shows us every disturbing and obsessive moment. This is a close-grained look at a stalker, set against a Harvard backdrop, and the combination of true creepiness dropped into an undergraduate social setting is very effective: It's a tightly written, tensely memorable short novel.","[realistic-fiction, the-dark-side]",1501107895,9781501107894
Solmaz Sharif,Look: Poems,"""It matters what you call a thing."" 

So begins <em>Look,</em> the debut collection of poetry from Solmaz Sharif, with all the grace and ferocity of an unpinned grenade. Built upon the language of the Department of Defense's Dictionary of Military and Associated Terms, Sharif's <em>Look</em> is an open invitation to marvel at the audacity and capacity of euphemism in modern politics. As she detonates term after DoD-approved term throughout tender and personal poetics, Sharif takes back wartime doublespeak by pumping it full of her own blood and memory.","[staff-picks, poetry, seriously-great-writing]",1555977448,9781555977443
Emma Rathbone,Losing It: A Novel,"Julia Greenfield is 26 years old, and she's trying to lose her virginity. (Got yer attention, eh?)  I know this sounds like the plot of a teen comedy, but bear with me, because <em>Losing It</em> is one of the cleverer books about sex I've ever read. This is partly because Emma Rathbone resists, after the initial setup, making anything about her characters cliche — Julia is a delightful and sharply drawn young woman, and her observations about the world of sex and dating are both insightful and hilarious. Julia — like most of us in our '20s — makes some good decisions, and some bad ones, and in the end finds her most central relationship won't have anything to do with sex at all.","[staff-picks, family-matters, ladies-first, lets-talk-about-sex, realistic-fiction]",1594634777,9781594634772
Louisa Thomas,Louisa: The Extraordinary Life Of Mrs. Adams,"This carefully detailed portrait of Louisa Adams, wife of sixth U.S. President John Quincy Adams, depicts a woman of strength, ambition and tenacity. Born in London in 1775, she traveled the world, worked tirelessly to get her husband elected and served as a behind-the-scenes advisor. Through it all, Louisa wrote; she left behind letters, plays and memoirs, documenting her trips around the world and giving an insider's view of a Congress in its infancy. Author Louisa Thomas weaves these writings into a thrilling account of an extraordinary life.","[staff-picks, biography-and-memoir, book-club-ideas, for-history-lovers, ladies-first, love-stories, nonfiction, rather-long]",1594204632,9781594204630
Joe Buck,"Lucky Bastard: My Life, My Dad, And The Things I'm Not Allowed To Say On TV","You might think you know Joe Buck — the sportscaster has been calling World Series and NFL games for Fox for years. But if you haven't read <em>Lucky Bastard,</em> you don't. It's the story of his relationship with his father, Jack Buck, the radio voice of the St. Louis Cardinals. In poignant and revealing chapters, Joe describes how his dad's legacy has dogged him all his life. That's reason enough to pick up the book, but it's also laugh-out-loud funny and full of self-deprecating humor. (Did you hear the one about the hair plugs that nearly ended his career?)","[staff-picks, biography-and-memoir, family-matters, funny-stuff, nonfiction]",1101984562,9781101984567
Alice Pung,Lucy And Linh,"For dedicated readers of young adult fiction, the extraordinary quality of Australian YA has long been an acknowledged fact. With the help of remarkable books like this year's <em>Lucy and Linh</em> by Alice Pung, I hope to spread this gospel to readers at large. Pung's novel follows the struggles of Lucy Lam, a scholarship student trying to reckon with her Viet-Chinese heritage at a ritzy Australian private school. It feels like what Zadie Smith might produce if she set out to retell <em>Mean Girls</em>: It's funny, sharp and addictively paced, but without ever sacrificing nuance, or limiting its capacity to provoke a profound emotional response. This is one I'm going to be pushing on friends for years to come.","[book-club-ideas, family-matters, identity-and-culture, ladies-first, realistic-fiction, seriously-great-writing, tales-from-around-the-world, young-adult]",0399550488,9780399550485
Alina Simone,Madonnaland: And Other Detours Into Fame And Fandom,"Musician and author Alina Simone set out to write a book about Madonna but abandoned the project when she realized her real interest lay with the Material Girl's hometown and army of fans. <em>Madonnaland</em> is a wonderful collection of essays on subjects ranging from one man's quest to get Bay City to recognize its famous daughter, and other bands that hail from the Michigan city, like Question Mark and the Mysterians. Simone is a deeply funny writer, but also a perceptive, compassionate one.","[for-music-lovers, funny-stuff, ladies-first, nonfiction, rather-short, seriously-great-writing]",0292759460,9780292759466
